Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,Sentiment
672,B002BCD2OG,AUAXNVACC3MJL,A. Sarich,0,0,5,1311120000,Best price on agave nectar that I've found,"I am on a low glycemic index diet to help control my blood sugar and hormone levels. My nutritionist recommended agave nectar as a sweetener since it's GI index is in the low 30's as opposed to honey in the low 50's and sugar in the mid-50's. I've tried supermarkets, health food stores and wholesale clubs. The prices are usually around $13 for a 32oz bottle and this is $19ish for 2x46oz. It's used like honey - substitute 2/3c for every 1c sugar and reduce liquids by 1/4th.<br /><br />I also use it in a carrot cake recipe (equal substitution) instead of sugar where I substitute whole wheat flour instead of white flour and I don't decrease the other liquids. It's delicious and you'd never know that's it's actually good for you.",NEGATIVE
673,B002BCD2OG,A3IJP7JXMWEPB1,adzam,1,8,1,1308355200,How this could be good?,I am very disappointed with this product because I could not see how many calories it has at the time I ordered it. I received it and now I can see it has 60 calories per tablespoon. Granulated sugar has only 45 calories per tablespoon. How could Agave Nectar be better than sugar?,NEGATIVE
674,B00112B9T2,A2CFBLKI8YMK24,Atlantis,0,0,5,1245110400,Best tea I ever had,"I was out to dinner with friends & family at ""The Saloon"" in ""Rte 46 Entertainment Complex"" in Sanford FL. Besides having an awesome staff (ask for Keith) and fabulous food (the escargot is a MUST) they serve China Mist tea. This is the 1st time I chose the Tropical Organic Green -- I have no doubt it is the best flavored tea I have ever had.",POSITIVE
675,B000G6MBX2,A1IRCA0BTW0LLD,Smart,4,4,5,1178928000,That's a spicy!,"If you've tried the conventional Kettle crinkle chip verson Salt and Peper, you CAN'T compare these to those!  These are easily some of the most spicy chips you will ever eat, but oompletely enjoyable.  You finish the bag and the indside is just coated with spices.  Great stuff.",POSITIVE
676,B000G6MBX2,A2UFC8M91UFRX9,"HH ""h_squared""",5,6,5,1177891200,Who needs salsa when chips taste this good?,"These are the best tasting tortilla chips I have ever had!  I have become allergic to tomatoes, but I love tortilla chips.  There is so much flavor in these chips that I no longer miss pico de gallo. I prefer to eat them plain. They also have just the right amount of heat to make them flovorful, but not overpoweringly spicy.",POSITIVE
677,B000G6MBX2,A3QFVEQNX2FQ8P,"Deja Vu ""Angela""",2,2,5,1261526400,Delicious!,"These potato chips are DELICIOUS!  I have not had potato chips in approximately two years as it has been difficult to find organic chips.  Amazon lowered the price on these, and I finally had a chance to order them.  I most definitely will be ordering them again!  My family and I love them.  They are pure and void of all artificial flavorings.  The true flavor is present, and it satisifies the need for something salty, sweet, spicy, and crunchy.  A++++",POSITIVE
678,B000G6MBX2,A181BEPNIVQWB1,"mendomom ""mendomom""",2,2,4,1208649600,Organic yummy chips what more can you ask for,These chips are a great snack if you don't want all the junk assiciated with chips.  Try them you'll like them.,POSITIVE
679,B000G6MBX2,A1UJ6I72N22HT7,"S. Andrews ""Sunsh!ne""",2,2,4,1207612800,Very different flavor,"I love these chips. The flavor is not plain. They are sweet and spicy all at the same time.  The only drawback is it has a tad bit too much salt. But, it still a great flavor!",POSITIVE
680,B000G6MBX2,A386PFEJWL73X5,L. Hulse,2,2,5,1185062400,These are the best widely available bbq chips!,"thesedon't like hot food they might be a bit much for you. They have a great balance of sweetness and spice. Of course, Kettle Chips are just good chips - they use good oil to make them and even the plain ones are tasty. I also like that they are ridged chips - those are usually too crunchy and hard to chew for me - I don't want to have to work that hard for my deliciousness. If you like spicy barbecue you will definitely like these chips.",POSITIVE
681,B000G6MBX2,A2MIJOZVTWEXP2,"TG ""Tigris""",4,5,5,1187740800,My favorite chips from Kettle!!,Just the right amount of spice to make them hot and they are also sweet! Very hard to find in New Jersey. Can not have just one bag around!!,POSITIVE
682,B000G6MBX2,A4AYT6I29WTPY,"Chip Lover ""Leisa""",4,5,5,1158537600,"Amazing Taste, Best Chip Ever!",I can't believe how wonderful this chip is! The slightly spicy after taste gives the chip extra punch and flavor. My family and I are offically addicted.,POSITIVE
683,B000G6MBX2,A1UDFKEKTO70NX,Tiffany,1,1,4,1245110400,tasty,"These chips are perfect for snacking with or without salsa. The texture is brittle and thin, like other Plocky's chips.<br /><br />The only downside: the spice is minimal.",NEGATIVE
684,B000G6MBX2,A471XPKNUEJGU,Joe133,1,1,4,1219536000,Plocky's Sweet Smokey Chipotle Whole Grain Tortill...,I think Plocky's brand as a whole is a cut above in quality but I found these to lack in taste somewhat and be a little greasy.,NEGATIVE
685,B000G6MBX2,A3UCO7B9HP42BG,Denise Graner,1,1,5,1217203200,Yummy chips,"These are the best chips I have ever eaten. Everyone in our family loves them. Sweet but spicy- crispy....really good. Delivery was perfect, no crushed chips. Fantastic overall.",POSITIVE
686,B000G6MBX2,A28A3KLKV22OAJ,C. Young,1,1,5,1215043200,Tasty!,A nice case of chips that are quite tasty. I definitely enjoy the Kettle Sea Salt and Black Pepper. I just wish they were bigger bags :),POSITIVE
687,B000G6MBX2,A1WX42M589VAMQ,Mir,3,4,5,1209686400,So Faboo: Dangerous for those prone to Chips Binges!!!,"I ordered these this week from my organic foods delivery service. OH MY WORD! Spicy (but not burning spicy, more like tongue-warming), sweetish, salty...a really strongly-flavored and delicious chip. If you like barbecue flavor, this is a nice sweet-Mexi-fied barecue.<br /><br />I also like that it's organic.<br /><br />I ate the 5 oz bag in less than 15 minutes. My bad. But dang, if they're not sinfully delicious.<br /><br />Granted, 5oz is not a whole lot (it was skimpy for the price, which is often the case when it comes to organic), but it was 750 calories at a pop. Geesh.<br /><br />Yes, 150 cals per 1 oz serving. That's about par for the course for fried chips.<br /><br />Verdict: Fattening, crispy, flavorful, delicious. Best to stick to very small servings on the side of a low-fat sandwich or soup.<br /><br />Enjoy.<br /><br />Mir",POSITIVE
688,B000G6MBX2,ARUQJLJBXS88,Karen E. Emanuel,3,4,5,1184371200,The spice will grow!,"At first you think that these chips aren't all that Spicy, but the spice will grow on you with each bite.  They are really very good!",POSITIVE
689,B000G6MBX2,A3MKD1JZEYH8J3,"P. Werwie ""Punchneedle Chick""",2,3,5,1256342400,The best tortilla chips I have ever eaten!!,"I can't say enough good things about Plocky's chips!!  I have purchased this flavor and the black bean flavor <a href=""http://www.amazon.com/gp/product/B000GWKO7G"">Plocky's Tortilla Chips, Black Beans 'N Rice, 7-Ounce Bags (Pack of 12)</a> and I love them!  They taste better than more well known brands and are very satisfying.  I have never eaten a tortilla chip that didn't make me feel guilty afterwards.  Not with Plocky's...I always eat less and feel satisfied.  I actually prefer these eaten by themselves..no dips...and I keep a bag in my desk at work.  I have even had them for lunch when there is no time to grab something.  I bring them to work to share with friends and they love them too.  I am a fan of Plocky's chips and will continue to purchase them on Amazon.",POSITIVE
690,B000G6MBX2,A1ZH9LWMX5UCFJ,"K. Stuckey ""kateling""",2,3,5,1202169600,Such an excellent chip,"My aunt gave me a bag of these and I was immediately addicted. There are actual pieces of beans in the chips and they are not overly salty like other chips. I love the zip, agreed they are awesome without salsa, and no trans fat!",POSITIVE
691,B000G6MBX2,AK5DB61C13CN7,Seraxia,0,0,1,1344384000,WRONG FLAVOR - got Country BBQ instead of Chili Chipotle,"I was so excited thinking they had my favorite discontinued Kettle flavor, but was disappointed when I opened the box and found this substitution. I am keeping them but would not have ordered 15 bags of this flavor. It is a very good bbq chip but I could get this flavor at the grocery store. Why oh why do my favorite food items always get discontinued??? The one star is for the substitution. The country bbq is a 4 start chip, but not the chip I longed for.",NEGATIVE
692,B000G6MBX2,A3AIHN7XBD816P,Kathryn Waldrup,0,0,5,1284681600,Great,"We love these chips. They can be eaten alone, since they are so crisp and tasty or with a dip. Every one that we have introduced the chips to, loves them. And the expiration date is for 8 months from now, so ordering 12 bags didn't come near to them going stale.",POSITIVE
693,B000G6MBX2,AWZG8HXBE8PNB,doraima,0,0,5,1278633600,Plocky's Rice and Beans Tortilla Chips,"I bought these chips, and wanted to try if they were tasty. It sure is!  Unique and different flavor and the right thickness.<br /><br />It remains crunchy, spicy and flavorful with a hint of tabasco and paprika sauce for heat. There are some rice granules embedded with the tortilla chips. However, some of the spices are lacking from this chip. But I liked this very much.<br /><br />I would recommend this to anyone who wants to try a red beans and rice tortilla chips. Go ahead-- you can put other ingredients as nachos except the cheese.  Maybe some el pastor, shredded meat, tomatoes, etcetera.",POSITIVE
694,B000G6MBX2,A3QAZDJ7NYH2C6,M. Esmail,0,0,5,1265500800,Huge fan of these chips!,"I Love these chips for its unique taste and incredible crispy texture. Used to get them at Henry's in San Diego, CA before we moved out of there and have been ordering them from Amazon since. Running out of them constantly!",POSITIVE
695,B000G6MBX2,A2OPEDFVLL22TP,"B Healthy ""Healthy eater""",0,0,4,1256169600,Plocky's tortilla chips--tasty and healthy,These chips are the only ones I found to be tasty and healthy. They have fewer fat calories plus higher fiber for those who want good taste and nutrition--the perfect blend!,NEGATIVE
696,B000G6MBX2,A2M7DO3ICXZWF1,"Mary K. Herman ""Marushka""",0,0,5,1250035200,Plocky's Three Grain Tortilla Chips,"We love these. Can't always get them in local stores, they don't keep them stocked even though we are always buying them out. Strong enough to dip in any condiment, great flavor and grain texture.",POSITIVE
697,B000G6MBX2,A1KTR92SDR33GZ,"P. Herbert ""cal_herbie""",0,0,4,1248652800,"Tasty, but make sure you have gum","These spicy chips have a lot of great flavor but be warned, you will be left with some stanky breath afterwards! The first time I ate these was at night and then even after brushing and flossing I could taste them in my mouth the next morning. So just be careful about when you eat them, especially if you will be hanging out with people later in the day.",NEGATIVE
698,B000G6MBX2,A1DMR4TXV10JBB,"A. Chrzanowski ""Dwarf Mama""",0,0,5,1246665600,Don't stop carrying these chips,"The first time I ate these chips was in Aruba in 2007.  I couldn't find them in our area (CT) so you can imagine my joy when I found them on Amazon.  I love these and hope you continue to carry them.  Your prices are terrific too.  I pay $2.99 in Aruba and they run about $2.46 a bag when I buy the case of 12 through Amazon.  Good job!!!!  Only problem is, now everybody wants them here and they steal my bags when the case comes in, but that's ok...sharing is good.",POSITIVE
699,B000G6MBX2,A15UN7OK3WRFXE,Rich Wang,0,0,5,1244678400,OM NOM NOM NOM!,"These chips are delicious. If you like salt & pepper flavored chips with a solid crunch, then you can't go wrong with these--they are the tastiest bag I've come across. The sea salt is easier on the palette than regular salt, in fact I have trouble cutting myself off mid-bag even though I normally enjoy a low sodium diet. I would feel like less of a lush if they had them in the 8-9oz bags.",POSITIVE
700,B000G6MBX2,A31UITXO8QXG3H,Jay M. Clayton,0,0,5,1243987200,delicious and healthy,"I used to buy these at the local supermarket, but they are no longer carried there.  Finding them on Amazon I purchased a box and found they were fresh and delicious as I remembered.  For chips they are also very healthy.  I definately will buy them again.",POSITIVE
701,B000G6MBX2,AQAEOMJX8ON8A,Russell Oelschlager,0,0,5,1241136000,Unique schrumshist and tasty Tortilla Chips,Plocky's Red Beans and Rice Tortilla Chips are really tasty. I shared a few bags with my daughter in Iraq. She said Ummm they are Good. They are good for you too. No artificial stuff.,POSITIVE
702,B000G6MBX2,A4FVWK4UTFQVT,"Cow ""cowguy6""",0,0,5,1236384000,Music to My Palate,We like Plockys<br />They like us.<br />Plockys Plockys.<br />Mean no fuss.<br />Taste so good.<br />And healthy too.<br />Plockys Plockys.<br />Grab a bag or two.<br />Thank you Plockys!!,POSITIVE
703,B000G6MBX2,A2D8K0GPVMMSER,"Yummycheetos25 ""LeLe""",0,0,5,1236124800,yummy!,"I Love these potato chip they r soooo good! =) sweet and spicy but not overwhelming just enough to work up the palate, not salty just enough to balance out the sweetness I will be ordering these again soon. LOVe IT!",POSITIVE
704,B000G6MBX2,A2U3DAB0WI8BLZ,Dennis Wright,0,0,5,1230595200,Kettle Organic Chipotle potato chips,The best potato chips I've ever had at the best price I've ever paid. The service was respectable and the shipping free.,POSITIVE
705,B000G6MBX2,A3SV6IWK26XK6B,S. Doubek,0,0,5,1220140800,Best kept secret.,I love this product.  All of the different flavors are fantastic.  My family likes the 3 grain the best.  No more corn tortilla chips in this house!,POSITIVE
706,B000G6MBX2,ACNON4BZACUUL,"mommyofchristopher ""mommyofchristopher""",0,0,5,1217030400,Delicious and additive,"Love these chips, and I don't even like black beans.  Very tasty.  Yum!!  Plus, good for you!",POSITIVE
707,B000G6MBX2,A1UDZGQRPFHB5Y,"Jason G. Godin ""Dog lover""",0,0,5,1215993600,FANFREAKINTASTIC,These chips are FANFREAKINTASTIC. They are with out a doubt the best chips that I have ever had. A nice sweet smoky flavor and then a little bit-o-heat. OH YA BABY.,POSITIVE
708,B000G6MBX2,A2ZCD6KO2YY9IZ,A. Crawford,0,0,5,1214265600,Smokin',Nice amount of heat and smoke. Very tasty chip that goes great with a brew.,POSITIVE
709,B000G6MBX2,A34ZI3K5DNDSNE,Lisa M. Redington,0,0,5,1211673600,really good chips,These chips are salty with a hint of sweet. They are crisp and crunchy. They are the best chips I've ever had!,POSITIVE
710,B000G6MBX2,A1Y1O4GJA3HXQF,"Jelcy Romberg ""Chocolate Breath""",0,0,5,1210204800,"Plocky's Tortilla Chips, Red Beans 'N Rice","We ordered these only because the Black Beans and Rice,which we really. really love, was out of stock.  After about a week, we finally opened up a package and then kicked ourselves for not having tried them earlier.  There is a little kick to them after you swallow them to let you know you have had a hint of hot pepper of some sort.  We took them to a pot luck that night and came home with an empty bag.  I used them, from another bag, as a garnish on a salad that I took to the pot luck and we came home with an empty salad bowl!<br />We will definitely order these again.<a href=""http://www.amazon.com/gp/product/B000GWLUGU"">Plocky's Tortilla Chips, Red Beans 'N Rice, 7-Ounce Bags (Pack of 12)</a>",NEGATIVE
711,B000G6MBX2,A2TW6FWJYTF8QM,Nancy Walsh,0,0,5,1209686400,"""Simply THE BEST""","I was first introduced to the Red Rice & Beans chips in my hometown of Bethlehem, PA.  When I moved to North Carolina I was unable to find these chips in my local area.  On my trips back home, I would buy a bunch of bags to bring back with me to NC.  Then I discovered that I could order them on-line and life was great.  These chips are my all time favorite and everyone that I serve them to loves them just the same.  You just gotta try them ... you'll be hooked !!!  ..... Nancy Walsh",POSITIVE
712,B000G6MBX2,AISIJIUHHZNHQ,"GG ""reading tutor""",0,0,5,1201651200,Addicted,"Ok. If you don't want to get addicted, don't try Plocky's Red Beans and Rice Tortilla Chips! My husband and I started with one seemingly anodyne bag from a store. Now, we've just received our second case. It won't last long. Beware.",NEGATIVE
713,B000G6MBX2,AC82F5LXJCR22,kimberly,0,0,5,1199577600,Perfect tortilla chip goodness!,"My husband (who, being Mexican, is very picky about his tortilla chips) and I absolutely love these!  The texture is light and crispy, rather than thick and crunchy. He actually usually prefers a very hearty, cruncy chip (Like El Ranchero), but the flavor of these is so fantastic that we're both thilled with them. The bean, rice and corn base makes them incredibly flavorful, and they have a touch of onion and garlic in addition to that. We go through an embarrassing amount of them.  I never, ever like plain chips, but these I can eat without anything else, although they're particularly amazing with a fresh salsa.  I highly recommend these!",POSITIVE
714,B000G6MBX2,A3I7NZC5LUVPPW,Carolyn Waters,0,0,5,1198886400,These chips are addictive!,"<a href=""http://www.amazon.com/gp/product/B000GWLUGU"">Plocky's Tortilla Chips, Red Beans 'N Rice, 7 Ounce Bag (Pack of 12)</a>  I first tasted these chips while visiting relatives in KY.  They are not available where I live, so I ordered them from Amazon.  WOW!  My friends and family are all addicted to them.  The spicy flavor grabs you at the first bite.  Once a bag is open, it is gone!",NEGATIVE
715,B000G6MBX2,A14B8M117EUBLK,Shelly Kenyon,0,0,5,1180656000,Best tortilla chips ever!!!,We like these chips for salsa and quacomole better than any other cips on the market. They are even great by themselves. We will order these as long as they are available. Thank you for making them accessable.<br /><br />  Shelly Kenyon,POSITIVE
716,B000G6MBX2,A228P3VH7SFBHG,J,1,2,2,1219449600,Meh,"I guess there's no telling what will tickle the palate.  I'm a huge Tabasco fan, and I love unconventional snacks.  But these don't taste to me even remotely like the wonderful sauce they're made from; I didn't find them to have much of a kick at all.  Practically bland, in fact.  Even with my strong aversion to wasting food, I had to throw out or give away most of the case.  Do yourself a favor and find a bag of these locally before taking a chance on 12.",NEGATIVE
717,B000G6MBX2,A1AQ2W2R4SOVGN,De Profundis,6,10,1,1195084800,"The ""Organic"" Label is Misleading","""Yeast Extract"" is listed as an ingredient. Sounds harmless, right? Specifically, these chips contain autolyzed yeast extract, which is, on a chemical level, monosodium glutamate. It's just derived from a different source, but it has all the same toxic properties. Kettle still advertises their products as containing ""No MSG"" while they acknowledge that their chips are not safe for people with MSG sensitivities.",NEGATIVE
718,B000G6MBX2,A3NCTCNAUYCH6H,jesse girl,0,1,3,1278374400,Kind of Bland,"These were not flavorful enough for my taste. It seems that all the seasoning falls off the chips and sinks to the bottom of the bag. Too bad, because I really liked the idea of a healthier potato chip. I would not buy these again.",NEGATIVE
719,B000G6MBX2,ADD87VB66Y0DQ,"L. Pray ""bargainqueen""",0,1,5,1277337600,Delicious chips,"Plocky's chips are made of several whole grains and have a touch of sweetness.  They are a little lower in fat and sodium than regular tortilla chips.  The flavor out performs any tortilla chip I have ever eaten.  They hold up great to salsas and dips.  Nothing wimpy about them.  I just wish the company made a bigger bag!  Love them.  Usually found in the organic foods section of the grocery, but seem to be difficult to obtain as the shelf is always empty.  Order by the case.  You'll be glad you did as they disappear fast.",POSITIVE
720,B000G6MBX2,A2GS0QUCV2KVMP,Stephanie J. Myers,0,1,4,1209686400,Broken chips but tasty,I love these chips and ordered them after I had some in Florida.  My case of chips came without any packing inside.  All bags in a box with no cushioning at all.  Needless to say most of the chips were broken and I would not order them again.  A great item but if they can't package to aid in minimal chip breakage then one is wasting their money.,NEGATIVE
721,B000G6MBX2,A1D0P49A1MQO1O,"JSY9951 ""JSY9951""",0,1,5,1209340800,The best chips ever!!!,"I received this chips in a gift basket and absolutely loved them. I searched high and low, but was unable to find them until I saw them here. I immediately ordered a case. These chips are light, crispy, flavorful, and good for you. I love them with dip, in chili, or just plain. Once you try them, you'll be hooked!",POSITIVE
722,B000G6MBX2,A3J6N95DIJTPVH,"B. P. Mayeux ""bpmayeux""",0,1,5,1203811200,Excellent Tortilla chips,"These chips are truly amazing. They have it all. They're light, crisp, great tasting, nice texture, AND they're all natural... AND low in fat and sodium! Need I say more? I recently bought a bag of them at a regular grocery store, and couldn't belive my taste buds. That's why I excited why I saw them here on Amazon, and decided to buy a case!",POSITIVE
723,B000G6MBX2,A3MALNCOVF5COP,Overseas Mom,0,1,5,1203206400,Black Beans Never Tasted So Good!!!,"These are the most fantastic chips I've ever had!  I could eat the whole bag myself!  They're made with lots of whole grain and beans, and make a complete protein, so I have no qualms about feeding them to my kids as snacks.  They are great!  The only problem I have with them:  The bag is too small!!!  We need a bigger bag!! :)",POSITIVE
724,B000G6MBX2,A1ABDQ02BCIGYQ,HM,3,7,2,1173830400,"Not, my favorite chip","I did not like these potatoe chips. It's hot, and sweet, with an overwhelming taste of garlic. It's also a bit salty.",POSITIVE
725,B000G6MBX2,A1KBNKFKAWYV7L,Charles R. Bock,0,2,5,1186704000,Very Timely Delivery,They did a very good job with shipping the order quickly....Nothing like Ace Hardware who took a week to ship,NEGATIVE
726,B000G6MBX2,ARLTWKV2AUJ2F,koboilila,1,4,2,1237939200,Very Tasty - BUT BEWARE,"Long story short - these are very tasty. We have purchased a number of flavors from this brand, this is my favorite.<br /><br />BUT... as noted by another reviewer - these contain MSG in the form of ""Yeast Extract"".<br /><br />It has become a popular means of hiding MSG lately by calling it different things, as a person who now finds himself having to use more caution in what I consume I find the whole process of hiding in plain site very bothersome.<br /><br />Also, the bag is not very large, but half of it is air. This may well help in shipping, but when paying a premium price for 'organic' it just seems more deceptive.",NEGATIVE
727,B001F33UPI,AGXEFR3PWFEM,Steph,0,0,5,1345939200,Great candy,"Wonderful candy, hard to find.  I got a huge bag and put it in freezer.  It came shipped nicely in a sturdy box and heavy plastic. Just great!",POSITIVE
728,B001F33UPI,ACPABFZ8DBLDG,Sonya Milliron,0,0,4,1322438400,Candy,I bought thi9s for my dad for a surprise birthday present because he could not find them any where else!!,NEGATIVE
729,B008BEGP9W,A2L0EIYNODCZ9U,good dog,0,0,5,1346371200,"cute ,cute, cute!","So surprised to find the Taiwan-shaped pineapple cakes, they are so cute!<br />I've never found any pineapple cake like this at our local Asian supermarkets, so I ordered some from here. These lovely pastries made our Dragon Boat Festival party much more fun. My friends and I think it is a good idea to  order them again for our Mid-Autumn Festival party.",POSITIVE
730,B008BEGP9W,A1MJ0MF2OFIU4D,Chris,0,0,4,1340496000,A Surprising Find,"I really like the pineapple shortcakes sold here. Unlike some of the mass-production pineapple shortcakes that use artificial flavoring, Tasselfield's pineapple shortcakes use real pineapples and it makes the whole world difference. You can even taste the fibers from pineapple.<br /><br />I opted for the traditional pineapple this time. I will be interested in trying out the Longan or mango variety next time.",POSITIVE
731,B002U56JXK,A1PIDGL665V5QP,Rod Jonse,2,2,5,1303862400,Unparalleled taste,"I purchased this 24 pack of Big Ass soda and only got 23. Immediately I was all like ""Oh man, this is gonna suck!"". Regardless of the quantity error though, it sure kicked some red.<br /><br />Everyone in my town absolutely loves it. I highly recommend along with other soda, Voltages.<br /><br />-Malcom",POSITIVE
732,B002U56JXK,ASC04R0BT3TO4,"the BURNiNATOR ""raggle fraggle""",2,2,5,1303862400,Amazing,"Well being the big red fan that I am, I bought some of this. First of all let me tell you the price is amazing, I mean where else can you get this type of deal in Saudi Arabia. Everyone in village loved it, of course now they are wondering when the next shipment will get it.",POSITIVE
733,B007P2PSKS,AFSFFRR7JMPZ8,Dissapointed,0,0,3,1348617600,a bit on the stale side,"Expiration date 1-13. Smashed and. stale. edible, not real enjoyable for the price I paid, One of the best pretzel's I had when<br />i purchased them from Publix. They stopped carrying them, I must find another addiction.",NEGATIVE
734,B004A8QK98,A2QWGB918P1HU0,Runriverrun,1,1,5,1325894400,Delicious!,This cinnamon cake loaf has a wonderful natural flavor.  It's moist and tender and a great little sweet treat when you want something that isn't terribly bad for your diet.  It's delicious!,POSITIVE
735,B004A8QK98,A2FZE965O64BXJ,Grandma LU,0,1,1,1342742400,Disappointed!,"Unfortunately having ordered quite a few of these previously, I neglected to not look for the word: ""supreme"" in this offer and since I was then receiving free shipping had 4 delivered. We (that is my husband, guests and me)knew immediately that these were different from those previously enjoyed. BUT, currently Amazon featured the ""supreme"" babka and now I am awaiting to receive these. In the future, I will read more carefully.",NEGATIVE
736,B001HTKZ5S,ARQ2DJUU4XB1V,Cooking  Mama,2,2,1,1263686400,Perhaps something was wrong with the batch...,"I opened the can and immediately became concerned when I saw what looked like dried white crust, rather than fluffy frosting.  The package recommended stirring before use, so I gave that a try and under the crust was an indescribable gelatinous goo.  The best I can equate it to is a white version of the blue goop the mother serves for dinner in ""Better of Dead"" (no raisins in it though!).<br />I tried to stir it together and the end result was gelatinous goo with white crusties in it.  When lifting the knife to spread it long strings on goo trailed from my knife.<br />I opted for making my own frosting instead - very easy!  A little Sprectrum palm shortening, a lot of powdered sugar, a tiny splash of vanilla, a tiny bit of salt, and rice milk as needed for consistency, beat for 5 minutes, and I had the fluffy 'butter' cream frosting I thought I'd get from Cherrybrook.<br /><br />I wonder if our can was overheated in the store (whole foods) or something...<br />I've read positive reviews of their frosting mix, so maybe I'll try that next time.",NEGATIVE
737,B001HTKZ5S,A2AF5SS29LC4BB,"Andrea Zalesakova ""AZ""",1,1,2,1269993600,$4 down the drain,"Well, I opened it and it is grayish sticky mess. I'm so mad at myself for wasting my money, and not trying to make it from scratch at home. Which would probably end up better and cheaper. Oh well, live and learn!",NEGATIVE
738,B001HTKZ5S,A3KJ6JZ8MWERPG,RnnrGrl,1,1,1,1264896000,Big Disappointment,"I love Cherrybrook Kitchen and have tried almost all of their products.  I was excited to try the Ready to Spread frosting, as I do not usually keep the needed ingredients on hand for their box frosting.  I am not a picky eater, especially if the item contains sugar... but this was horrible!  The consistency is absolutely nothing like regular canned frosting.  It is not light and fluffy.  It is very gooey.  I cannot even imagine trying to spread it on a cake - it would rip it to pieces because it is so thick and gooey.  I did not even try it on a cake, because the taste and texture were so off-putting.  Seriously, do not waste your money!",NEGATIVE
739,B001HTKZ5S,A1USXH72S0TD4B,Michelle M. White,0,0,1,1287100800,Worst Frosting Ever,"This product was such a disappointment!  As all the other reviewers said, it's a gluey, sticky texture more akin to Elmer's Glue than to an edible food product.  The flavor was sickening sweet.  I actually thought that the frosting had spoiled.  It was that bad!  Save yourself the time and $$ (I paid $4.99) and make your own frosting or go with another brand.  Cherrybrook cake and cookie mixes are so good.  It's hard to believe they even sell this.",NEGATIVE
740,B001HTKZ5S,A1ZE87EABE7FVQ,"ClaraP ""BookHooked""",0,0,1,1284249600,worst frosting ever,"I am glad I found this on the reduced rack for 99c. The taste was not bad but no way I could frost my cake. It stuck to the knife,ran down in strings,what a mess. I too thought I had gotten a bad batch.My GDs birthday cake looks like crap. Who would buy this mess. Horrible",NEGATIVE
741,B001HTKZ5S,A2USOYPY0M1R6X,Colleen,0,0,1,1282608000,Cherrybrook Kitchen Vanilla Frosting,"I recently purchased this on sale at my local grocery store... now I know why it was on sale!<br /><br />This is not a fluffy, creamy white frosting you'd expect to find when opening the jar. Now, I wasn't expecting it to be just like Betty Crocker, but it was pretty bad. Like others said, it is a gluey/tacky mess that would completely ruin a cake if you tried to spread it on.  It reminds me of taffy that hasn't quite hit the right stage in the candy making process.  The taste isn't that great either, and it's sickeningly sweet (even for frosting).  The only thing it might be used for is a frosting for cinnamon buns?  I still don't think it would be the right consistency...",NEGATIVE
742,B001HTKZ5S,AOHGLP2W3B3I4,Scott Schrantz,0,0,1,1281312000,"Do Not Buy This ""Frosting""","I can honestly say this is the worst frosting we have ever bought. It's kind of generous to call it frosting, it has more the consistency of rubber cement. And since we were in a time crunch, we didn't have the luxury of going back out to the store for a different frosting, so we forged ahead and decorated a cake with it. Horrible experience, bad enough to put us off cake decorating forever. It spread about as easily as chewing gum, stuck to everything it came in contact with, and got crumbs of the cake mixed up in it. On top of all this, it didn't even taste good. By the time we were done decorating, we knew there was no way we could feed this mess to our family. So we ended up going to the store anyway to buy a pre-made cake. Our cake, which took twice as long to decorate because this stuff is so gooey, was used as a centerpiece. A really ugly centerpiece, that cracked and peeled as the frosting dried.",NEGATIVE
743,B001BB3LW6,A388FLQFOEM0IO,Diana Solomon,4,4,5,1276732800,Dum Dums for all!!,I work in college Financial Aid and keep a bowl of these on my desk for the students.  I used to buy them in the grocery store then learned I could get them for less online ($17 for 3lb bag) and thought that was a good deal - until I found this GREAT deal!,POSITIVE
744,B001BB3LW6,A1ZS6CRXGZX4YE,R. Martin,1,1,4,1308182400,Lots of pops!,Well worth the money. I did the calculations on different bags and this dollar amount  is an excellent value. There are approx 2338 pops in the box. So far I've been through about half the box and have found about 3 without wrappers. That's pretty good considering. If you need 30lbs of dum-dums go for this product. Enjoy.,POSITIVE
745,B005Y0DXBO,A21TGZU9EXJ272,mizztanya,2,2,5,1336435200,"when you have no fridge but want meat, what do you do?","This is pretty good canned meat. The sausage I used in dirty rice, the hamburger I used for taco salad, the chicken with wild rice, and the pork with stuffing. the turkey I gave to a neighbor because I don't eat it. The various meats are all pretty good quality and was enough for 3 large portions each can. There weren't large chunks of fat or gristle in any of the cans, which I've experienced plenty with some brands of canned meats. The proportion of liquids to meat was fair too, it's not one of those with a spoonful of meat and the rest is liquid either, though it does all need to be cooked and shrinks quite a bit due to high fat content in the meat. None of the meat was seasoned, at all. This is very helpful as the meat can be used with any flavoring. There is a mild ""spam""-like texture and taste to the meats(but way better than spam any day), almost a brine or something, that's why I heavily seasoned it. Don't plan on frying anything in the fat from these meats, it gave everything a slightly rancid, soury taste...no idea why! Due to the higher calories and higher price, I will only stock this as emergency food. I will buy more for that reason.",POSITIVE
